JobID,Job Title,Salary Estimate,NumberofReviews,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,CompanyType,Industry,Sector,Revenue,Competitors,Easy Apply,No.OFApplicants
111,"Data Analytics Analyst or Associate, Cowen Sustainable Investments",$51K-$87K (Glassdoor est.),133,3.7,"Cowen
3.7","New York, NY","New York, NY",501 to 1000 employees,1918,Company - Public,Type 3,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),"Jefferies, Piper Sandler, FBR",-1,714
112,Data Reporting Analyst,$51K-$87K (Glassdoor est.),149,3.5,"Robert Half
3.5","New York, NY","Menlo Park, CA",10000+ employees,1948,Company - Public,Type 5,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Adecco, Manpower",-1,577
113,Data Analyst,$51K-$87K (Glassdoor est.),196,2.8,"FJA-US Inc.
2.8","New York, NY","New York, NY",51 to 200 employees,1994,Subsidiary or Business Segment,Type 4,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),"Ibotta, GutCheck",-1,325
114,Data Analyst,$51K-$87K (Glassdoor est.),179,5,"Averity
5.0","New York, NY","New York, NY",1 to 50 employees,2014,Company - Private,Type 8,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,26
115,Data Analyst,$51K-$87K (Glassdoor est.),119,3.8,"Capgemini
3.8","Jersey City, NJ","Paris, France",10000+ employees,1967,Company - Public,Type 8,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),"Accenture, CGI, Sopra Steria",-1,231
116,ERP Data Analyst,$51K-$87K (Glassdoor est.),180,3.4,"Wildlife Conservation Society
3.4","New York, NY","Bronx, NY",1001 to 5000 employees,1895,Nonprofit Organization,Type 2,Social Assistance,Non-Profit,$100 to $500 million (USD),-1,-1,952
117,Data Analyst,$51K-$87K (Glassdoor est.),80,3.6,"Asembia
3.6","Florham Park, NJ","Florham Park, NJ",501 to 1000 employees,2004,Company - Private,Type 2,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$5 to $10 million (USD),-1,-1,487
118,Healthcare Data/Reporting Analyst,$51K-$87K (Glassdoor est.),167,-1,Vesta Healthcare,"New York, NY","New York, NY",1 to 50 employees,2018,Company - Private,Type 5,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1,625
119,PBM Data Analyst,$51K-$87K (Glassdoor est.),106,3.2,"1199SEIU Funds
3.2","New York, NY","New York, NY",1001 to 5000 employees,-1,Nonprofit Organization,Type 2,Insurance Carriers,Insurance,$100 to $500 million (USD),-1,-1,321
120,Data Analyst (Temporary Assignment),$59K-$85K (Glassdoor est.),122,3.8,"Nutrafol
3.8","New York, NY","New York, NY",51 to 200 employees,-1,Other Organization,Type 4,"Health, Beauty, & Fitness",Consumer Services,Unknown / Non-Applicable,-1,-1,618
121,Data Analyst,$59K-$85K (Glassdoor est.),89,3.5,"New York Life Insurance Co
3.5","New York, NY","New York, NY",10000+ employees,1845,Company - Private,Type 2,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),-1,-1,803
122,Market Data Analyst,$59K-$85K (Glassdoor est.),140,3.5,"EDP World, Inc.
3.5","New York, NY","New York, NY",1 to 50 employees,1968,Company - Private,Type 5,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1,-1,386
123,Data Analyst,$59K-$85K (Glassdoor est.),197,4.1,"Phyton Talent Advisors
4.1","Jersey City, NJ","New York, NY",1 to 50 employees,-1,Company - Private,Type 2,-1,-1,Unknown / Non-Applicable,-1,-1,589
124,Junior Data Analyst,$59K-$85K (Glassdoor est.),142,5,"Staffigo Technical Services, LLC
5.0","New York, NY","Woodridge, IL",51 to 200 employees,2008,Company - Private,Type 8,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,901
125,Microsoft Dynamics CRM Data Analyst,$59K-$85K (Glassdoor est.),59,3.7,"IBM
3.7","New York, NY","Armonk, NY",10000+ employees,1911,Company - Public,Type 4,IT Services,Information Technology,$10+ billion (USD),"Amazon, Accenture, Microsoft",-1,998
126,Practice Analyst Data,$59K-$85K (Glassdoor est.),61,4,"Northwell Health
4.0","Manhasset, NY","Lake Success, NY",10000+ employees,1997,Nonprofit Organization,Type 6,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"Catholic Health System, NewYork-Presbyterian Hospital",-1,298
127,Buyside - Data Scientist/Research Analyst,$59K-$85K (Glassdoor est.),99,3.3,"Huxley
3.3","New York, NY","London, United Kingdom",201 to 500 employees,1995,Company - Private,Type 1,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1,-1,484
128,Data Analyst - Healthcare Provider Networks and Formularies,$59K-$85K (Glassdoor est.),109,2.9,"Vericred
2.9","New York, NY","New York, NY",1 to 50 employees,2015,Company - Private,Type 2,Internet,Information Technology,Unknown / Non-Applicable,-1,-1,535
129,Electronic Trading Data Analyst,$59K-$85K (Glassdoor est.),63,3.6,"Scotiabank
3.6","New York, NY","Toronto, Canada",10000+ employees,1832,Company - Public,Type 6,Investment Banking & Asset Management,Finance,$10+ billion (USD),RBC,-1,626
130,"Data Analyst, Center for Developing Brain",$59K-$85K (Glassdoor est.),104,3.2,"Child Mind Institute
3.2","New York, NY","New York, NY",201 to 500 employees,2009,Nonprofit Organization,Type 5,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD),-1,-1,941
131,Data Processing & Performance Analyst,$59K-$85K (Glassdoor est.),140,3.1,"Balance Innovations
3.1","New York, NY","Lenexa, KS",51 to 200 employees,-1,Company - Private,Type 2,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),-1,-1,776
132,Business Analyst - Data Analyst,$59K-$85K (Glassdoor est.),95,3.4,"Asset Staffing
3.4","Newark, NJ","New York, NY",201 to 500 employees,-1,Contract,Type 2,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,610
133,Data Analyst with Rochade,$59K-$85K (Glassdoor est.),171,4,"Reliable Software Resources
4.0","New York, NY","Northville, MI",501 to 1000 employees,2004,Company - Private,Type 2,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,303
134,Advertising Data Analyst,$59K-$85K (Glassdoor est.),123,4.3,"Hearst Television, Inc
4.3","New York, NY","Cincinnati, OH",51 to 200 employees,-1,Company - Private,Type 7,TV Broadcast & Cable Networks,Media,$5 to $10 million (USD),-1,-1,793
135,Product Analyst - Data,$59K-$85K (Glassdoor est.),191,2.7,"William Hill US
2.7","Jersey City, NJ","London, United Kingdom",10000+ employees,1934,Company - Public,Type 7,Gambling,"Arts, Entertainment & Recreation",$2 to $5 billion (USD),Sky Betting & Gaming,TRUE,983
136,Senior Data Analyst,$59K-$85K (Glassdoor est.),125,4.1,"Rockstar Games
4.1","New York, NY","New York, NY",1001 to 5000 employees,1998,Subsidiary or Business Segment,Type 6,Video Games,Media,$10 to $25 million (USD),-1,-1,840
137,Data Analyst,$59K-$85K (Glassdoor est.),115,4.4,"ZDAAS
4.4","Brooklyn, NY","Baltimore, MD",1 to 50 employees,-1,Company - Private,Type 8,-1,-1,$1 to $5 million (USD),-1,-1,206
138,Market Research Data Analyst - Physician Technology,$59K-$85K (Glassdoor est.),138,3.1,"Decision Resources Group
3.1","New York, NY","Burlington, MA",1001 to 5000 employees,1990,Subsidiary or Business Segment,Type 4,IT Services,Information Technology,$100 to $500 million (USD),"IQVIA, GlobalData",-1,396
139,Data Analyst,$59K-$85K (Glassdoor est.),178,3,"Highbridge Consulting LLC
3.0","New York, NY","Pleasantville, NY",1 to 50 employees,-1,Company - Private,Type 1,-1,-1,Unknown / Non-Applicable,-1,-1,964
140,Look ML Data Analyst,$59K-$85K (Glassdoor est.),130,2.9,"NTT DATA, Inc.
2.9","New York, NY","Singapore, Singapore",201 to 500 employees,-1,Company - Private,Type 9,Accounting,Accounting & Legal,Unknown / Non-Applicable,-1,-1,927
141,Data Collection Analyst,$59K-$85K (Glassdoor est.),171,3.9,"Columbia University
3.9","New York, NY","New York, NY",10000+ employees,1938,College / University,Type 4,Colleges & Universities,Education,$2 to $5 billion (USD),-1,-1,322
142,Data Analyst,$59K-$85K (Glassdoor est.),106,4.2,"Precision technologies corp
4.2","New York, NY","New Brunswick, NJ",201 to 500 employees,2008,Company - Private,Type 4,IT Services,Information Technology,$10 to $25 million (USD),-1,-1,697
143,DATA ENTRY/ BILLING ANALYST,$59K-$85K (Glassdoor est.),146,3.9,"Cactus Holdings
3.9","Queens Village, NY","Mumbai, India",1001 to 5000 employees,2002,Company - Private,Type 2,Research & Development,Business Services,Unknown / Non-Applicable,-1,-1,106
144,Student Persistence Initiative Data Analyst/Scientist,$59K-$85K (Glassdoor est.),117,4.2,"Cuny Research Foundation
4.2","New York, NY","New York, NY",10000+ employees,1963,Nonprofit Organization,Type 7,Colleges & Universities,Education,$100 to $500 million (USD),-1,-1,752
145,Data Quality Analyst,$59K-$85K (Glassdoor est.),174,-1,SGA Inc.,"New York, NY","Bethesda, MD",1 to 50 employees,1996,Company - Private,Type 8,Architectural & Engineering Services,Business Services,$1 to $5 million (USD),-1,-1,256
146,Data Governance Analyst,$59K-$85K (Glassdoor est.),109,5,"Crossfire Consulting Corporation
5.0","New York, NY","Yorktown Heights, NY",51 to 200 employees,-1,Company - Private,Type 1,Consulting,Business Services,$5 to $10 million (USD),-1,-1,806
147,Sr. Business Intelligence Engineer / Data Analyst,$59K-$85K (Glassdoor est.),82,3.9,"Amazon
3.9","New York, NY","Seattle, WA",10000+ employees,1994,Company - Public,Type 1,Internet,Information Technology,$10+ billion (USD),"Google, Microsoft, Walmart",-1,447
148,Data Analyst,$59K-$85K (Glassdoor est.),54,3.4,"Voice
3.4","Brooklyn, NY",-1,Unknown,-1,Company - Private,Type 9,-1,-1,Unknown / Non-Applicable,-1,-1,681
149,Data Analyst,$59K-$85K (Glassdoor est.),182,2.9,"NTT DATA, Inc.
2.9","New York, NY","Singapore, Singapore",201 to 500 employees,-1,Company - Private,Type 7,Accounting,Accounting & Legal,Unknown / Non-Applicable,-1,-1,507
150,Data Analyst,$43K-$76K (Glassdoor est.),113,4,"NYU Langone Health
4.0","New York, NY","New York, NY",10000+ employees,1841,Hospital,Type 1,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD),"NewYork-Presbyterian Hospital, Northwell Health",-1,158
151,Healthcare Data/Reporting Analyst,$43K-$76K (Glassdoor est.),72,3.6,"HOMETEAM
3.6","New York, NY","New York, NY",51 to 200 employees,2013,Company - Private,Type 7,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"Honor, HomeHero",-1,383
152,Data Analyst I - Geriatrics and Palliative Care,$43K-$76K (Glassdoor est.),163,3.4,"Mount Sinai Health System
3.4","New York, NY","New York, NY",10000+ employees,2013,Hospital,Type 1,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),-1,-1,790
153,Data Analyst,$43K-$76K (Glassdoor est.),143,-1,Monkey Algorithms LLC,"New York, NY",-1,-1,-1,-1,Type 2,-1,-1,-1,-1,-1,616
154,Data Analyst/Rochade,$43K-$76K (Glassdoor est.),139,3.3,"Halcyon Solutions, Inc.
3.3","New York, NY","Dublin, OH",51 to 200 employees,1992,Company - Private,Type 9,IT Services,Information Technology,$10 to $25 million (USD),-1,-1,957
155,"Data Analyst, Revenue Analytics",$43K-$76K (Glassdoor est.),83,3.2,"Roman
3.2","New York, NY","Bloomingdale, IL",201 to 500 employees,-1,Company - Private,Type 9,-1,-1,$25 to $50 million (USD),-1,-1,769
156,Data Analyst,$43K-$76K (Glassdoor est.),158,3.8,"COUNCIL ON ACCREDITATION
3.8","New York, NY","New York, NY",51 to 200 employees,1977,Nonprofit Organization,Type 6,Social Assistance,Non-Profit,$10 to $25 million (USD),-1,-1,539
157,Data Analyst,$43K-$76K (Glassdoor est.),170,-1,APR Staffing,"New York, NY",-1,-1,-1,-1,Type 7,-1,-1,-1,-1,-1,373
158,"Data Analyst II, Division of Gastroenterology (Research)",$43K-$76K (Glassdoor est.),147,3.4,"Mount Sinai Health System
3.4","New York, NY","New York, NY",10000+ employees,2013,Hospital,Type 3,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),-1,-1,395
159,"Data Analyst, Student Success Program",$43K-$76K (Glassdoor est.),178,3.2,"Child Mind Institute
3.2","New York, NY","New York, NY",201 to 500 employees,2009,Nonprofit Organization,Type 9,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD),-1,-1,957
160,Big Data QA Analyst with Jupyter notebook,$43K-$76K (Glassdoor est.),69,3.2,"COOLSOFT
3.2","Newark, NJ","Louisville, KY",51 to 200 employees,-1,Company - Private,Type 9,"Health, Beauty, & Fitness",Consumer Services,$10 to $25 million (USD),-1,-1,203
161,"Analyst, Data Centers Industry",$43K-$76K (Glassdoor est.),58,3.3,"451 Research
3.3","New York, NY","New York, NY",201 to 500 employees,2000,Company - Private,Type 9,Research & Development,Business Services,Unknown / Non-Applicable,"Gartner, Forrester, IDC",-1,184
162,Data Analyst,$43K-$76K (Glassdoor est.),147,-1,Stark HR Consulting LLC,"New York, NY",-1,-1,-1,-1,Type 3,-1,-1,-1,-1,-1,139
163,Financial - Data Analyst,$43K-$76K (Glassdoor est.),129,3.8,"Amenity Analytics
3.8","New York, NY","New York, NY",51 to 200 employees,2015,Company - Private,Type 1,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,-1,138
164,Data Analyst with Data Scanning and Profiling,$43K-$76K (Glassdoor est.),107,3.3,"Halcyon Solutions, Inc.
3.3","New York, NY","Dublin, OH",51 to 200 employees,1992,Company - Private,Type 8,IT Services,Information Technology,$10 to $25 million (USD),-1,-1,375
165,Business Analyst - Data Governance,$43K-$76K (Glassdoor est.),76,4.1,"Rockstar Games
4.1","New York, NY","New York, NY",1001 to 5000 employees,1998,Subsidiary or Business Segment,Type 3,Video Games,Media,$10 to $25 million (USD),-1,-1,825
166,Senior Data Analyst - Health Economist,$43K-$76K (Glassdoor est.),127,2.9,"Vericred
2.9","New York, NY","New York, NY",1 to 50 employees,2015,Company - Private,Type 8,Internet,Information Technology,Unknown / Non-Applicable,-1,-1,490
167,Lead Data Insights Analyst,$43K-$76K (Glassdoor est.),123,-1,TapRm,"Brooklyn, NY","New York, NY",Unknown,-1,Unknown,Type 9,-1,-1,Unknown / Non-Applicable,-1,-1,884
168,Research Analyst (Data Science),$43K-$76K (Glassdoor est.),102,3.4,"APCO Worldwide
3.4","New York, NY","Washington, DC",501 to 1000 employees,1984,Company - Private,Type 3,Consulting,Business Services,$100 to $500 million (USD),"Edelman, Burson-Marsteller, FleishmanHillard",-1,946
169,Data Management Analyst,$43K-$76K (Glassdoor est.),59,2.5,"Brooklyn Community Services
2.5","Brooklyn, NY","Brooklyn, NY",201 to 500 employees,1886,Nonprofit Organization,Type 3,Social Assistance,Non-Profit,$25 to $50 million (USD),-1,-1,439
170,Business Analyst / Data Analyst,$43K-$76K (Glassdoor est.),62,4.4,"Softcom Systems
4.4","Weehawken, NJ","Princeton, NJ",1 to 50 employees,-1,Company - Private,Type 5,IT Services,Information Technology,$1 to $5 million (USD),-1,-1,741
171,Healthcare Data/Reporting Analyst,$43K-$76K (Glassdoor est.),101,3.9,"Diverse Lynx
3.9","New York, NY","Princeton, NJ",501 to 1000 employees,2002,Company - Private,Type 7,IT Services,Information Technology,$100 to $500 million (USD),-1,-1,366
172,Clinical Data Analyst,$43K-$76K (Glassdoor est.),71,2.3,"Fair Health
2.3","New York, NY","New York, NY",1 to 50 employees,-1,Nonprofit Organization,Type 1,-1,-1,$10 to $25 million (USD),-1,-1,321
173,Sr. Data Profiling Analyst,$43K-$76K (Glassdoor est.),63,3.6,"UBS
3.6","New York, NY","Zurich, Switzerland",10000+ employees,1862,Company - Public,Type 3,Investment Banking & Asset Management,Finance,$10+ billion (USD),"Deutsche Bank, Credit Suisse, Morgan Stanley",-1,611
174,"Data Analytics Analyst or Associate, Cowen Sustainable Investments",$43K-$76K (Glassdoor est.),200,-1,"Cowen Group, Inc.","New York, NY","West Hartford, CT",1 to 50 employees,-1,Unknown,Type 2,-1,-1,Unknown / Non-Applicable,-1,-1,28
175,Data Analyst,$43K-$76K (Glassdoor est.),182,3.6,"Workforce Logiq
3.6","Haworth, NJ","Orlando, FL",501 to 1000 employees,1999,Company - Private,Type 1,Consulting,Business Services,$50 to $100 million (USD),"Appen, Lionbridge",-1,775
176,Data Analyst,$43K-$76K (Glassdoor est.),187,3.3,"Cross River Bank
3.3","Fort Lee, NJ","Fort Lee, NJ",201 to 500 employees,2008,Company - Private,Type 4,Banks & Credit Unions,Finance,$50 to $100 million (USD),-1,-1,203
177,"Sr. Data Analyst, Revenue Analytics, Peacock",$43K-$76K (Glassdoor est.),53,3.8,"NBCUniversal
3.8","New York, NY","New York, NY",10000+ employees,1906,Company - Public,Type 4,TV Broadcast & Cable Networks,Media,$10+ billion (USD),-1,-1,157
178,Senior Data Analyst,$43K-$76K (Glassdoor est.),77,3.7,"Narrativ
3.7","New York, NY","New York, NY",1 to 50 employees,2015,Company - Private,Type 2,Internet,Information Technology,Unknown / Non-Applicable,-1,-1,330
179,Data Analyst,$43K-$76K (Glassdoor est.),57,-1,CompuForce,"New York, NY","New York, NY",Unknown,-1,Company - Private,Type 6,-1,-1,Unknown / Non-Applicable,-1,-1,524
180,Senior Data Analyst - Data Cataloging / Data Profiling,$43K-$76K (Glassdoor est.),194,3.6,"Perficient
3.6","New York, NY","Saint Louis, MO",1001 to 5000 employees,1998,Company - Public,Type 9,IT Services,Information Technology,$500 million to $1 billion (USD),-1,-1,97
181,Data/Report Analyst,$60K-$110K (Glassdoor est.),137,4,"Lorven Technologies Inc
4.0","New York, NY","Plainsboro, NJ",1 to 50 employees,-1,Company - Private,Type 6,Accounting,Accounting & Legal,Less than $1 million (USD),-1,-1,829
182,Senior Data Analyst,$60K-$110K (Glassdoor est.),182,4.1,"Bounce Exchange
4.1","New York, NY","New York, NY",201 to 500 employees,2012,Company - Private,Type 4,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,-1,868
183,Human Capital Data Analyst,$60K-$110K (Glassdoor est.),89,4.5,"Green Key Resources
4.5","New York, NY","New York, NY",201 to 500 employees,2004,Company - Private,Type 7,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,"Beacon Hill Staffing Group, PageGroup, Solomon Page",-1,770
184,GIS Data analyst,$60K-$110K (Glassdoor est.),198,3.7,"22nd Century Technologies
3.7","New York, NY","Somerset, NJ",1001 to 5000 employees,1997,Company - Private,Type 7,IT Services,Information Technology,$25 to $50 million (USD),-1,TRUE,236
185,Junior Data Analytics Solutions Analyst,$60K-$110K (Glassdoor est.),149,3.1,"Praescient Analytics
3.1","New York, NY","Alexandria, VA",51 to 200 employees,2011,Company - Private,Type 7,Consulting,Business Services,$10 to $25 million (USD),-1,-1,133
186,Data Analyst,$60K-$110K (Glassdoor est.),70,-1,"Capgemini America, Inc.","Jersey City, NJ",-1,-1,-1,-1,Type 8,-1,-1,-1,-1,-1,59
187,Data Analyst w/Capital Markets,$60K-$110K (Glassdoor est.),99,3.7,"Software Guidance & Assistance
3.7","Jersey City, NJ","Tarrytown, NY",51 to 200 employees,1981,Company - Private,Type 7,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),-1,-1,235
188,"VP, Research Project Analyst/Data Management",$60K-$110K (Glassdoor est.),184,3.7,"Citi
3.7","New York, NY","New York, NY",10000+ employees,1812,Company - Public,Type 3,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,-1,467
